"species","year","cum_species"
"Lathyrus latifolius",1895,2191
"Umbilicaria vellea",1895,2191
"Fragaria virginiana",1895,2191
"Lespedeza capitata",1895,2191
"Sassafras albidum",1895,2191
"Polygala verticillata",1895,2191
"Persicaria hydropiper",1895,2191
"Poterium sanguisorba",1895,2191
"Cornularia persicae",1895,2191
"Erysiphe macrospora",1895,2191
"Lobelia inflata",1895,2191
"Cytospora populina",1895,2191
"Phaeophyscia erythrocardia",1895,2191
"Ambystoma maculatum",1895,2191
"Crotalaria sagittalis",1895,2191
"Bjerkandera fumosa",1895,2191
"Platanthera flava",1895,2191
"Lemna minor",1895,2191
"Sericocarpus asteroides",1895,2191
"Triodanis perfoliata",1895,2191
"Andersonglossum boreale",1895,2191
"Dryopteris pittsfordensis",1895,2191
"Calycanthus floridus",1895,2191
"Leccinum scabrum",1895,2191
"Lapsana communis",1895,2191
"Blarina brevicauda",1895,2191
"Cenchrus longispinus",1895,2191
"Symphyotrichum tradescantii",1895,2191
"Peronospora destructor",1895,2191
"Rhexia virginica",1895,2191
"Drosera intermedia",1895,2191
"Elymus riparius",1895,2191
"Carex barbarae",1895,2191
"Symphyotrichum laeve",1895,2191
"Lobelia dortmanna",1895,2191
"Phaeotremella foliacea",1895,2191
"Gentiana linearis",1895,2191
"Peniophora cinerea",1895,2191
"Platanthera grandiflora",1895,2191
"Sagina decumbens",1895,2191
"Symphyotrichum racemosum",1895,2191
"Subularia aquatica",1895,2191
"Stictis radiata",1895,2191
"Eragrostis pectinacea",1895,2191
"Tragopogon pratensis",1895,2191
"Physcia tenella",1895,2191
"Bromus latiglumis",1895,2191
"Punctularia strigosozonata",1895,2191
"Lechea intermedia",1896,2270
"Salix interior",1896,2270
"Tylopilus felleus",1896,2270
"Platygyrium repens",1896,2270
"Phaeoceros laevis",1896,2270
"Ranunculus repens",1896,2270
"Stereum striatum",1896,2270
"Elkalyce comyntas",1896,2270
"Hygrohypnum molle",1896,2270
"Taxiphyllum deplanatum",1896,2270
"Torreyochloa pallida",1896,2270
"Scytosiphon lomentaria",1896,2270
"Icteria virens",1896,2270
"Agaricus bitorquis",1896,2270
"Pellaea glabella",1896,2270
"Cystostereum murrayi",1896,2270
"Bjerkandera adusta",1896,2270
"Coprinellus disseminatus",1896,2270
"Plagiochila asplenioides",1896,2270
"Carex annectens",1896,2270
"Plicatura nivea",1896,2270
"Cyperus dentatus",1896,2270
"Encoelia furfuracea",1896,2270
"Penstemon calycosus",1896,2270
"Placynthium nigrum",1896,2270
"Thelia asprella",1896,2270
"Calamagrostis purpurea",1896,2270
"Nostoc microscopicum",1896,2270
"Cirsium discolor",1896,2270
"Rubus frondosus",1896,2270
"Conocybe antipus",1896,2270
"Hohenbuehelia serotina",1896,2270
"Hohenbuehelia atrocoerulea",1896,2270
"Badhamia affinis",1896,2270
"Metzgeria crassipilis",1896,2270
"Brassica juncea",1896,2270
"Hymenochaete cinnamomea",1896,2270
"Danaus plexippus",1896,2270
"Colias philodice",1896,2270
"Potamogeton obtusifolius",1896,2270
"Petasites frigidus",1896,2270
"Sagittaria cuneata",1896,2270
"Scorzoneroides autumnalis",1896,2270
"Falco peregrinus",1896,2270
"Cerioporus scutellatus",1896,2270
"Seligeria calcarea",1896,2270
"Metzgeria dichotoma",1896,2270
"Physalacria inflata",1896,2270
"Oxybasis glauca",1896,2270
"Camelina microcarpa",1896,2270
"Phellinus pini",1896,2270
"Lopharia cinerascens",1896,2270
"Alternaria alternata",1896,2270
"Boletus subtomentosus",1896,2270
"Prosthecium acrocystis",1896,2270
"Perenniporia subacida",1896,2270
"Bidens beckii",1896,2270
"Leucogyrophana mollusca",1896,2270
"Cytidia salicina",1896,2270
"Hohenbuehelia mastrucata",1896,2270
"Seligeria tristichoides",1896,2270
"Schoenoplectiella smithii",1896,2270
"Trametes suaveolens",1896,2270
"Peltigera horizontalis",1896,2270
"Ramalina pollinaria",1896,2270
"Leonurus cardiaca",1896,2270
"Clavaria rugosa",1896,2270
"Isopaches bicrenatus",1896,2270
"Hygrohypnum duriusculum",1896,2270
"Suillus punctipes",1896,2270
"Hymenochaetopsis corrugata",1896,2270
"Sclerencoelia fascicularis",1896,2270
"Picea mariana",1896,2270
"Plicaturopsis crispa",1896,2270
"Erodium cicutarium",1896,2270
"Lemna trisulca",1896,2270
"Encalypta procera",1896,2270
"Antrodia albida",1896,2270
"Physconia detersa",1896,2270
"Linum usitatissimum",1897,2391
"Clitocybula abundans",1897,2391
"Tricholoma album",1897,2391
"Sturnella magna",1897,2391
"Hapalopilus rutilans",1897,2391
"Rosa acicularis",1897,2391
"Agaricus campestris",1897,2391
"Clavaria fumosa",1897,2391
"Desmodium perplexum",1897,2391
"Leucoagaricus rubrotinctus",1897,2391
"Picoides pubescens",1897,2391
"Alternaria solani",1897,2391
"Lophocolea bidentata",1897,2391
"Coprinus quadrifidus",1897,2391
"Craterellus tubaeformis",1897,2391
"Stachys pilosa",1897,2391
"Cortinarius sphaerosporus",1897,2391
"Entoloma salmoneum",1897,2391
"Phlebia tremellosa",1897,2391
"Lophocolea minor",1897,2391
"Empidonax traillii",1897,2391
"Carya glabra",1897,2391
"Russula fragilis",1897,2391
"Porella platyphylloidea",1897,2391
"Anacamptodon splachnoides",1897,2391
"Clavariadelphus ligula",1897,2391
"Clavulinopsis fusiformis",1897,2391
"Stereum hirsutum",1897,2391
"Trichostema brachiatum",1897,2391
"Pholiota adiposa",1897,2391
"Cortinarius violaceus",1897,2391
"Onnia tomentosa",1897,2391
"Uvularia perfoliata",1897,2391
"Russula decolorans",1897,2391
"Amanita caesarea",1897,2391
"Laccaria laccata",1897,2391
"Flammulina velutipes",1897,2391
"Russula rubra",1897,2391
"Daedaleopsis confragosa",1897,2391
"Suillus subluteus",1897,2391
"Gloeodes pomigena",1897,2391
"Parnassia caroliniana",1897,2391
"Craterellus lutescens",1897,2391
"Fuscocephaloziopsis lunulifolia",1897,2391
"Lanius excubitor",1897,2391
"Scapania undulata",1897,2391
"Phaeolus schweinitzii",1897,2391
"Ramaria aurea",1897,2391
"Carduus acanthoides",1897,2391
"Leptotrochila dehnii",1897,2391
"Calypogeia trichomanis",1897,2391
"Collybia radicata",1897,2391
"Psathyrella piluliformis",1897,2391
"Dicranum brevifolium",1897,2391
"Lentinus arcularius",1897,2391
"Cudonia lutea",1897,2391
"Juncus gerardii",1897,2391
"Clitocybe infundibuliformis",1897,2391
"Carex peckii",1897,2391
"Tricholoma transmutans",1897,2391
"Hohenbuehelia grisea",1897,2391
"Agaricus sylvicola",1897,2391
"Cortinarius caperatus",1897,2391
"Entoloma abortivum",1897,2391
"Calocybe albella",1897,2391
"Tricholomella constricta",1897,2391
"Inonotus leporinus",1897,2391
"Paxillus involutus",1897,2391
"Galerina marginata",1897,2391
"Clitocybe multiceps",1897,2391
"Lyonia ligustrina",1897,2391
"Leccinum versipelle",1897,2391
"Phytophthora infestans",1897,2391
"Diaporthe dubia",1897,2391
"Dicranum muehlenbeckii",1897,2391
"Suillus americanus",1897,2391
"Eutypa maura",1897,2391
"Inocybe umbratica",1897,2391
"Rhus glabra",1897,2391
"Cortinarius alboviolaceus",1897,2391
"Clavaria pistillaris",1897,2391
"Mannia fragrans",1897,2391
"Oxyporus populinus",1897,2391
"Turbinellus floccosus",1897,2391
"Entoleuca mammata",1897,2391
"Coprinellus micaceus",1897,2391
"Pipilo erythrophthalmus",1897,2391
"Solenostoma hyalinum",1897,2391
"Myosotis sylvatica",1897,2391
"Clavaria stricta",1897,2391
"Satureja hortensis",1897,2391
"Clitocybe robusta",1897,2391
"Aglais milberti",1897,2391
"Suillus spraguei",1897,2391
"Origanum vulgare",1897,2391
"Clavaria fragilis",1897,2391
"Potentilla recta",1897,2391
"Daedalea quercina",1897,2391
"Coltricia perennis",1897,2391
"Psathyrella candolleana",1897,2391
"Flammula alnicola",1897,2391
"Crataegus intricata",1897,2391
"Cortinarius armillatus",1897,2391
"Cudonia circinans",1897,2391
"Artomyces pyxidatus",1897,2391
"Stereum rameale",1897,2391
"Eupatorium sessilifolium",1897,2391
"Viola palmata",1897,2391
"Russula furcata",1897,2391
"Amanita phalloides",1897,2391
"Coprinus squamosus",1897,2391
"Tayloria serrata",1897,2391
"Zea mays",1897,2391
"Xerocomus illudens",1897,2391
"Gymnopus confluens",1897,2391
"Polygala ambigua",1897,2391
"Rubus setosus",1897,2391
"Suillus granulatus",1897,2391
"Silene vulgaris",1897,2391
"Connopus acervatus",1897,2391
"Pholiota cerasina",1897,2391
"Scirpus hattorianus",1898,2478
"Typha glauca",1898,2478
"Lestes forcipatus",1898,2478
"Lejeunea lamacerina",1898,2478
"Puccinia hieracii",1898,2478
"Blephilia ciliata",1898,2478
"Galium labradoricum",1898,2478
"Polygonia comma",1898,2478
"Lemna perpusilla",1898,2478
"Chrysops univittatus",1898,2478
"Carex ormostachya",1898,2478
"Polygonia interrogationis",1898,2478
"Sympetrum internum",1898,2478
"Sanicula canadensis",1898,2478
"Strymon melinus",1898,2478
"Physcomitrium pyriforme",1898,2478
"Panicum dichotomum",1898,2478
"Polygonia progne",1898,2478
"Arctium tomentosum",1898,2478
"Carex pseudocyperus",1898,2478
"Wilsoniana portulacae",1898,2478
"Cuscuta epithymum",1898,2478
"Castilleja coccinea",1898,2478
"Malcolmia maritima",1898,2478
"Eleocharis elliptica",1898,2478
"Limenitis archippus",1898,2478
"Pieris rapae",1898,2478
"Calystegia sepium",1898,2478
"Dicranum spurium",1898,2478
"Mannia sibirica",1898,2478
"Plantago uniflora",1898,2478
"Pycnanthemum incanum",1898,2478
"Albugo candida",1898,2478
"Blephilia hirsuta",1898,2478
"Vanessa virginiensis",1898,2478
"Sympetrum vicinum",1898,2478
"Haplohymenium triste",1898,2478
"Sanicula odorata",1898,2478
"Nymphalis antiopa",1898,2478
"Antennaria plantaginifolia",1898,2478
"Gypsophila vaccaria",1898,2478
"Mimulus ringens",1898,2478
"Cicindela sexguttata",1898,2478
"Euphorbia corollata",1898,2478
"Crataegus punctata",1898,2478
"Enallagma ebrium",1898,2478
"Houstonia purpurea",1898,2478
"Geum pulchrum",1898,2478
"Penstemon digitalis",1898,2478
"Oxalis corniculata",1898,2478
"Carex alopecoidea",1898,2478
"Gymnopus semihirtipes",1898,2478
"Anemone cylindrica",1898,2478
"Carex atlantica",1898,2478
"Coccyzus americanus",1898,2478
"Tettigidea lateralis",1898,2478
"Ditrichum pallidum",1898,2478
"Ischnura verticalis",1898,2478
"Feltia jaculifera",1898,2478
"Liriodendron tulipifera",1898,2478
"Sphaerotheca castagnei",1898,2478
"Lycaena hyllus",1898,2478
"Erysiphe cichoracearum",1898,2478
"Dianthus barbatus",1898,2478
"Bromus pubescens",1898,2478
"Boloria selene",1898,2478
"Couesius plumbeus",1898,2478
"Thamnobryum alleghaniense",1898,2478
"Tetrix arenosa",1898,2478
"Phragmites australis",1898,2478
"Peronospora farinosa",1898,2478
"Wilsoniana bliti",1898,2478
"Lonicera americana",1898,2478
"Rumex longifolius",1898,2478
"Eriophorum angustifolium",1898,2478
"Matricaria discoidea",1898,2478
"Silene antirrhina",1898,2478
"Panicum portoricense",1898,2478
"Fontinalis antipyretica",1898,2478
"Desmodium cuspidatum",1898,2478
"Cicindela tranquebarica",1898,2478
"Vanessa atalanta",1898,2478
"Morus rubra",1898,2478
"Quiscalus quiscula",1898,2478
"Eupatorium perfoliatum",1898,2478
"Athyrium asplenioides",1898,2478
"Cicindela purpurea",1898,2478
"Moehringia macrophylla",1899,2552
"Nabalus albus",1899,2552
"Carex foenea",1899,2552
"Crataegus pruinosa",1899,2552
"Sisymbrium altissimum",1899,2552
"Crataegus dodgei",1899,2552
"Ambrosia trifida",1899,2552
"Galium tinctorium",1899,2552
"Calypogeia suecica",1899,2552
"Lycopodium lagopus",1899,2552
"Lejeunea cavifolia",1899,2552
"Crataegus brainerdii",1899,2552
"Rubus recurvicaulis",1899,2552
"Rubus pergratus",1899,2552
"Amelanchier neglecta",1899,2552
"Passerculus sandwichensis",1899,2552
"Hypericum perforatum",1899,2552
"Calypogeia neesiana",1899,2552
"Geocalyx graveolens",1899,2552
"Valeriana officinalis",1899,2552
"Crataegus scabrida",1899,2552
"Hylephila phyleus",1899,2552
"Lysimachia producta",1899,2552
"Polemonium reptans",1899,2552
"Chiloscyphus pallescens",1899,2552
"Lepidozia reptans",1899,2552
"Crataegus gravesii",1899,2552
"Galium domingense",1899,2552
"Physarum cinereum",1899,2552
"Amelanchier intermedia",1899,2552
"Carex hystricina",1899,2552
"Euphorbia helioscopia",1899,2552
"Antheraea polyphemus",1899,2552
"Juncus anthelatus",1899,2552
"Ancyloxypha numitor",1899,2552
"Rubus vermontanus",1899,2552
"Mentha arvensis",1899,2552
"Beta vulgaris",1899,2552
"Hylotelephium telephium",1899,2552
"Cardamine bulbosa",1899,2552
"Artemisia vulgaris",1899,2552
"Crataegus modesta",1899,2552
"Polytrichum perigoniale",1899,2552
"Cercyonis pegala",1899,2552
"Carex houghtoniana",1899,2552
"Gleditsia triacanthos",1899,2552
"Rubus argutus",1899,2552
"Solidago ulmifolia",1899,2552
"Symphyotrichum amethystinum",1899,2552
"Eleocharis intermedia",1899,2552
"Kalmia microphylla",1899,2552
"Lophozia ascendens",1899,2552
"Polygonum achoreum",1899,2552
"Symphyotrichum puniceum",1899,2552
"Crataegus succulenta",1899,2552
"Malva alcea",1899,2552
"Crataegus flabellata",1899,2552
"Drosera anglica",1899,2552
"Crataegus pringlei",1899,2552
"Polymnia canadensis",1899,2552
"Scrophularia marilandica",1899,2552
"Geothlypis philadelphia",1899,2552
"Valeriana sitchensis",1899,2552
"Stuckenia filiformis",1899,2552
"Bulimnea megasoma",1899,2552
"Chelidonium majus",1899,2552
"Lophoziopsis longidens",1899,2552
"Rubus flagellaris",1899,2552
"Neoantrodia variiformis",1899,2552
"Bartonia virginica",1899,2552
"Scirpus expansus",1899,2552
"Tritomaria exsecta",1899,2552
"Taraxacum erythrospermum",1899,2552
"Asperula tinctoria",1899,2552
"Atriplex littoralis",1900,2607
"Russula viridis",1900,2607
"Campyliadelphus chrysophyllus",1900,2607
"Polytrichastrum ohioense",1900,2607
"Brachythecium starkii",1900,2607
"Crataegus holmesiana",1900,2607
"Scirpus pedicellatus",1900,2607
"Gentiana rubricaulis",1900,2607
"Dinothenarus capitatus",1900,2607
"Mutinus caninus",1900,2607
"Vicia sepium",1900,2607
"Bryum capillare",1900,2607
"Hordeum vulgare",1900,2607
"Dryope decrepita",1900,2607
"Vireo philadelphicus",1900,2607
"Heterophyllium nemorosum",1900,2607
"Isopterygiopsis muelleriana",1900,2607
"Encalypta streptocarpa",1900,2607
"Fagus sylvatica",1900,2607
"Bombus borealis",1900,2607
"Rhytidiadelphus squarrosus",1900,2607
"Viola conjugens",1900,2607
"Pylaisia selwynii",1900,2607
"Elodea nuttallii",1900,2607
"Calliergonella lindbergii",1900,2607
"Crataegus chrysocarpa",1900,2607
"Crataegus membranacea",1900,2607
"Galinsoga quadriradiata",1900,2607
"Photinia floribunda",1900,2607
"Euphorbia maculata",1900,2607
"Rhytidium rugosum",1900,2607
"Clinopodium acinos",1900,2607
"Vicia sessiliflora",1900,2607
"Diphasiastrum tristachyum",1900,2607
"Drummondia sinensis",1900,2607
"Thalictrum thalictroides",1900,2607
"Melanoplus stupefactus",1900,2607
"Cornus florida",1900,2607
"Rhizomnium appalachianum",1900,2607
"Symphyotrichum prenanthoides",1900,2607
"Arctium lappa",1900,2607
"Xanthium chinense",1900,2607
"Holcocephala abdominalis",1900,2607
"Bubo virginianus",1900,2607
"Crataegus jesupii",1900,2607
"Isoetes tuckermanii",1900,2607
"Scirpus peckii",1900,2607
"Daphne mezereum",1900,2607
"Crataegus delucida",1900,2607
"Galium verum",1900,2607
"Isoetes lacustris",1900,2607
"Epilobium palustre",1900,2607
"Philanthus solivagus",1900,2607
"Bombus ternarius",1900,2607
"Crataegus coccinioides",1900,2607
"Dolichovespula arenaria",1901,2645
"Nysson plagiatus",1901,2645
"Desmodium rotundifolium",1901,2645
"Zonotrichia albicollis",1901,2645
"Acer tataricum",1901,2645
"Taxonus terminalis",1901,2645
"Sabulina macra",1901,2645
"Carex muehlenbergii",1901,2645
"Carex leptonervia",1901,2645
"Ectocarpus siliculosus",1901,2645
"Ceropales bipunctata",1901,2645
"Pohlia longicollis",1901,2645
"Leucodon andrewsianus",1901,2645
"Crataegus declivitatis",1901,2645
"Colinus virginianus",1901,2645
"Solidago odora",1901,2645
"Cladius pectinicornis",1901,2645
"Rubus cubitans",1901,2645
"Acronicta retardata",1901,2645
"Filipendula rubra",1901,2645
"Fallopia dumetorum",1901,2645
"Carex merritt-fernaldii",1901,2645
"Charadrius wilsonia",1901,2645
"Silene dioica",1901,2645
"Amblystegium subtile",1901,2645
"Taxonus rufocinctus",1901,2645
"Crataegus seelyana",1901,2645
"Macremphytus testaceus",1901,2645
"Crataegus crus-galli",1901,2645
"Crataegus schuettei",1901,2645
"Hypnum fertile",1901,2645
"Bombus fervidus",1901,2645
"Leucodon sciuroides",1901,2645
"Vermontia thoracica",1901,2645
"Crataegus submollis",1901,2645
"Crataegus dilatata",1901,2645
"Orthotrichum sordidum",1901,2645
"Eleocharis diandra",1901,2645
"Carex echinodes",1902,2703
"Sylvilagus transitionalis",1902,2703
"Plantago aristata",1902,2703
"Onopordum acanthium",1902,2703
"Silene flos-cuculi",1902,2703
"Cryphoeca montana",1902,2703
"Passer domesticus",1902,2703
"Asclepias tuberosa",1902,2703
"Delphinium ajacis",1902,2703
"Rubus elegantulus",1902,2703
"Mustela frenata",1902,2703
"Orthotrichum stellatum",1902,2703
"Aronia arbutifolia",1902,2703
"Antennaria plantaginea",1902,2703
"Sanguisorba canadensis",1902,2703
"Agrimonia eupatoria",1902,2703
"Bromus secalinus",1902,2703
"Hygroamblystegium orthocladon",1902,2703
"Carex knieskernii",1902,2703
"Juncus secundus",1902,2703
"Polygonella articulata",1902,2703
"Linum sulcatum",1902,2703
"Isotria medeoloides",1902,2703
"Alcea rosea",1902,2703
"Teucrium canadense",1902,2703
"Hieracium marianum",1902,2703
"Mitoura gryneus",1902,2703
"Sorex fumeus",1902,2703
"Erigone atra",1902,2703
"Lechea minor",1902,2703
"Lynx rufus",1902,2703
"Tomentypnum nitens",1902,2703
"Dibaeis baeomyces",1902,2703
"Lespedeza hirta",1902,2703
"Sciurus carolinensis",1902,2703
"Aureolaria virginica",1902,2703
"Galium sylvaticum",1902,2703
"Viola rupestris",1902,2703
"Eurybia schreberi",1902,2703
"Convolvulus arvensis",1902,2703
"Hyphodontia alutaria",1902,2703
"Hylodesmum nudiflorum",1902,2703
"Rubus permixtus",1902,2703
"Veronica chamaedrys",1902,2703
"Sciaromium lescurii",1902,2703
"Rubus recurvans",1902,2703
"Grimmia muehlenbeckii",1902,2703
"Cicer arietinum",1902,2703
"Viola affinis",1902,2703
"Orthotrichum obtusifolium",1902,2703
"Betula caerulea",1902,2703
"Kali tragus",1902,2703
"Psammophiliella muralis",1902,2703
"Mustela erminea",1902,2703
"Agrostemma githago",1902,2703
"Rubus heterophyllus",1902,2703
"Chenopodium berlandieri",1902,2703
"Calystegia pubescens",1902,2703
"Podiceps grisegena",1903,2792
"Bubo scandiacus",1903,2792
"Boechera divaricarpa",1903,2792
"Lycaena phlaeas",1903,2792
"Amelanchier erecta",1903,2792
"Solenostoma gracillimum",1903,2792
"Lophoziopsis excisa",1903,2792
"Cephaloziella hampeana",1903,2792
"Silphium perfoliatum",1903,2792
"Buxbaumia aphylla",1903,2792
"Arceuthobium pusillum",1903,2792
"Crataegus paddockiae",1903,2792
"Lindbergia brachyptera",1903,2792
"Oxalis dillenii",1903,2792
"Riccardia multifida",1903,2792
"Asclepias solanoana",1903,2792
"Podophyllum peltatum",1903,2792
"Dysphania ambrosioides",1903,2792
"Porella pinnata",1903,2792
"Collinsonia canadensis",1903,2792
"Viola nephrophylla",1903,2792
"Linum medium",1903,2792
"Crataegus irrasa",1903,2792
"Setophaga palmarum",1903,2792
"Glaucomys volans",1903,2792
"Mylia anomala",1903,2792
"Dryopteris goldieana",1903,2792
"Pycnanthemum setosum",1903,2792
"Riccia canaliculata",1903,2792
"Rhinotropis lindheimeri",1903,2792
"Galium boreale",1903,2792
"Crataegus lucorum",1903,2792
"Crataegus fusca",1903,2792
"Anthoceros agrestis",1903,2792
"Jungermannia pumila",1903,2792
"Amelanchier stolonifera",1903,2792
"Frullania riparia",1903,2792
"Rhynchospora glomerata",1903,2792
"Vulpes vulpes",1903,2792
"Fissidens taxifolius",1903,2792
"Crataegus polita",1903,2792
"Riccardia latifrons",1903,2792
"Dicranodontium denudatum",1903,2792
"Tritomaria exsectiformis",1903,2792
"Asterella tenella",1903,2792
"Crataegus kennedyi",1903,2792
"Carex aestivalis",1903,2792
"Panicum oligosanthes",1903,2792
"Delphinium orientale",1903,2792
"Dicranum drummondii",1903,2792
"Botrychium virginianum",1903,2792
"Dicranoweisia crispula",1903,2792
"Crataegus edsonii",1903,2792
"Grimmia pilifera",1903,2792
"Viola macloskeyi",1903,2792
"Crataegus robbinsoniana",1903,2792
"Heliopsis helianthoides",1903,2792
"Plagiothecium deplanatum",1903,2792
"Tamiasciurus hudsonicus",1903,2792
"Heterogemma capitata",1903,2792
"Panaeolus papilionaceus",1903,2792
"Ondatra zibethicus",1903,2792
"Bazzania denudata",1903,2792
"Atriplex patula",1903,2792
"Desmodium obtusum",1903,2792
"Iris pseudacorus",1903,2792
"Jungermannia atrovirens",1903,2792
"Panicum philadelphicum",1903,2792
"Certhia familiaris",1903,2792
"Thlaspi arvense",1903,2792
"Chiloscyphus polyanthos",1903,2792
"Crataegus haemocarpa",1903,2792
"Tortula truncata",1903,2792
"Warnstorfia exannulata",1903,2792
"Crataegus haemacarpa",1903,2792
"Cololejeunea biddlecomiae",1903,2792
"Frullania brittoniae",1903,2792
"Crataegus ideae",1903,2792
"Notothylas orbicularis",1903,2792
"Hordeum jubatum",1903,2792
"Aneura pinguis",1903,2792
"Geothlypis formosa",1903,2792
"Basilicus whittingtoni",1903,2792
"Fontinalis sphagnifolia",1903,2792
"Cyperus houghtonii",1903,2792
"Scirpus lineatus",1903,2792
"Nabalus trifoliolatus",1903,2792
"Crataegus iracunda",1903,2792
"Rubus semisetosus",1903,2792
"Sematophyllum marylandicum",1904,2824
"Diplophyllum taxifolium",1904,2824
"Empidonax virescens",1904,2824
"Festuca filiformis",1904,2824
"Hygrohypnum ochraceum",1904,2824
"Rubus pensilvanicus",1904,2824
"Schoenoplectus heterochaetus",1904,2824
"Glaucomys sabrinus",1904,2824
"Gentiana andrewsii",1904,2824
"Sherardia arvensis",1904,2824
"Schoenoplectus acutus",1904,2824
"Lophozia guttulata",1904,2824
"Chenopodium betaceum",1904,2824
"Euptoieta claudia",1904,2824
"Platanthera blephariglottis",1904,2824
"Procyon lotor",1904,2824
"Phegopteris excelsior",1904,2824
"Lilium lancifolium",1904,2824
"Cyrto-hypnum pygmaeum",1904,2824
"Crossocalyx hellerianus",1904,2824
"Campylophyllum hispidulum",1904,2824
"Convallaria majalis",1904,2824
"Solenostoma obscurum",1904,2824
"Scirpus georgianus",1904,2824
"Fossombronia wondraczekii",1904,2824
"Oreoweisia torquescens",1904,2824
"Bombus affinis",1904,2824
"Pallavicinia lyellii",1904,2824
"Sterna hirundo",1904,2824
"Piophila subdolus",1904,2824
"Viola porteriana",1904,2824
"Crataegus ascendens",1904,2824
"Sphagnum subtile",1905,2839
"Megachile inermis",1905,2839
"Lactarius vellereus",1905,2839
"Rissa tridactyla",1905,2839
"Strix varia",1905,2839
"Viola filicetorum",1905,2839
"Prunus persica",1905,2839
"Malva trimestris",1905,2839
"Bucephala islandica",1905,2839
"Dolichopeza venosa",1905,2839
"Uria aalge",1905,2839
"Viola subaffinis",1905,2839
"Oenothera laciniata",1905,2839
"Prunus domestica",1905,2839
"Diphasiastrum sabinifolium",1905,2839
"Thelephora caryophyllea",1906,2937
"Russula virescens",1906,2937
"Stenotrema fraternum",1906,2937
"Lactarius affinis",1906,2937
"Armillaria mellea",1906,2937
"Stereocaulon glaucescens",1906,2937
"Contopus virens",1906,2937
"Marasmius strictipes",1906,2937
"Neofavolus alveolaris",1906,2937
"Lactarius alpinus",1906,2937
"Rhodofomes roseus",1906,2937
"Pipunculus viduus",1906,2937
"Lactarius bensleyae",1906,2937
"Aureoboletus roxanae",1906,2937
"Lactarius turpis",1906,2937
"Loxocera cylindrica",1906,2937
"Lactarius subpalustris",1906,2937
"Lactarius plinthogalus",1906,2937
"Gyroporus cyanescens",1906,2937
"Lactarius camphoratus",1906,2937
"Hudsonia ericoides",1906,2937
"Lactarius hysginus",1906,2937
"Russula compacta",1906,2937
"Phylloporus rhodoxanthus",1906,2937
"Cortinarius collinitus",1906,2937
"Russula adusta",1906,2937
"Lactarius cinereus",1906,2937
"Russula densifolia",1906,2937
"Pipunculus nigripes",1906,2937
"Hypholoma lateritium",1906,2937
"Lactarius chelidonium",1906,2937
"Lactarius subpurpureus",1906,2937
"Lactarius resimus",1906,2937
"Rhabdoweisia fugax",1906,2937
"Russula subfragilis",1906,2937
"Russula risigallina",1906,2937
"Lactarius deliciosus",1906,2937
"Lactarius torminosus",1906,2937
"Lactarius trivialis",1906,2937
"Lactarius mucidus",1906,2937
"Pohlia drummondii",1906,2937
"Lactarius lepidotus",1906,2937
"Lactarius minusculus",1906,2937
"Stellaria media",1906,2937
"Lactarius tabidus",1906,2937
"Viola inconspicua",1906,2937
"Lactarius isabellinus",1906,2937
"Papilio canadensis",1906,2937
"Lethe eurydice",1906,2937
"Andreaea rothii",1906,2937
"Boletus miniato-olivaceus",1906,2937
"Lactarius rusticanus",1906,2937
"Dryocopus pileatus",1906,2937
"Lentinellus cochleatus",1906,2937
"Cortinarius corrugatus",1906,2937
"Sarmentypnum exannulatum",1906,2937
"Lactarius rimosellus",1906,2937
"Gliophorus psittacinus",1906,2937
"Tricyphona inconstans",1906,2937
"Panus rudis",1906,2937
"Hortiboletus rubellus",1906,2937
"Russula pectinatoides",1906,2937
"Pseudotaxiphyllum elegans",1906,2937
"Chalciporus piperatus",1906,2937
"Lactarius deceptivus",1906,2937
"Boletus edulis",1906,2937
"Suillellus luridus",1906,2937
"Schistidium agassizii",1906,2937
"Sorbus aucuparia",1906,2937
"Botrydium granulatum",1906,2937
"Russula delica",1906,2937
"Leptodora kindti",1906,2937
"Polygonia faunus",1906,2937
"Erechtites hieraciifolia",1906,2937
"Dicranum rhabdocarpum",1906,2937
"Lepidium sativum",1906,2937
"Lactarius subdulcis",1906,2937
"Rhytidiadelphus subpinnatus",1906,2937
"Harrya chromapes",1906,2937
"Paleoplatyura johnsoni",1906,2937
"Pohlia annotina",1906,2937
"Russula uncialis",1906,2937
"Pseudobryum cinclidioides",1906,2937
"Lactarius volemus",1906,2937
"Beris luteipes",1906,2937
"Lactarius lignyotus",1906,2937
"Lactarius circellatus",1906,2937
"Erythranthe moschata",1906,2937
"Lactarius vietus",1906,2937
"Russula blackfordiae",1906,2937
"Barbula convoluta",1906,2937
"Phaeolepiota aurea",1906,2937
"Panellus haematopus",1906,2937
"Dermatocarpon luridum",1906,2937
"Amelanchier saxatilis",1906,2937
"Psathyrella madeodisca",1906,2937
"Crepidotus nephrodes",1906,2937
"Phellinopsis conchata",1906,2937
"Stachys hyssopifolia",1907,2965
"Myosoton aquaticum",1907,2965
"Sphagnum teres",1907,2965
"Philonotis tomentella",1907,2965
"Trichophorum planifolium",1907,2965
"Aeshna canadensis",1907,2965
"Novisuccinea ovalis",1907,2965
"Lepra trachythallina",1907,2965
"Podostemum ceratophyllum",1907,2965
"Dryopteris filix-mas",1907,2965
"Veronica teucrium",1907,2965
"Pinus rigida",1907,2965
